index,emotion_numeric,emotion_str,image_path
16519,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16519.jpg
16520,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16520.jpg
16521,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16521.jpg
16522,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16522.jpg
16523,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16523.jpg
16524,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16524.jpg
16525,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16525.jpg
16526,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16526.jpg
16527,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16527.jpg
16528,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16528.jpg
16529,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16529.jpg
16530,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16530.jpg
16531,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16531.jpg
16532,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16532.jpg
16533,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16533.jpg
16534,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16534.jpg
16535,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16535.jpg
16536,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16536.jpg
16537,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16537.jpg
16538,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16538.jpg
16539,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16539.jpg
16540,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16540.jpg
16541,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16541.jpg
16542,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16542.jpg
16543,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16543.jpg
16544,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16544.jpg
16545,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16545.jpg
16546,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16546.jpg
16547,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16547.jpg
16548,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16548.jpg
16549,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16549.jpg
16550,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16550.jpg
16551,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16551.jpg
16552,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16552.jpg
16553,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16553.jpg
16554,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16554.jpg
16555,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16555.jpg
16556,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16556.jpg
16557,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16557.jpg
16558,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16558.jpg
16559,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16559.jpg
16560,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16560.jpg
16561,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16561.jpg
16562,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16562.jpg
16563,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16563.jpg
16564,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16564.jpg
16565,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16565.jpg
16566,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16566.jpg
16567,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16567.jpg
16568,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16568.jpg
16569,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16569.jpg
16570,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16570.jpg
16571,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16571.jpg
16572,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16572.jpg
16573,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16573.jpg
16574,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16574.jpg
16575,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16575.jpg
16576,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16576.jpg
16577,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16577.jpg
16578,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16578.jpg
16579,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16579.jpg
16580,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16580.jpg
16581,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16581.jpg
16582,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16582.jpg
16583,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16583.jpg
16584,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16584.jpg
16585,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16585.jpg
16586,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16586.jpg
16587,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16587.jpg
16588,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16588.jpg
16589,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16589.jpg
16590,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16590.jpg
16591,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16591.jpg
16592,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16592.jpg
16593,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16593.jpg
16594,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16594.jpg
16595,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16595.jpg
16596,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16596.jpg
16597,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16597.jpg
16598,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16598.jpg
16599,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16599.jpg
16600,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16600.jpg
16601,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16601.jpg
16602,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16602.jpg
16603,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16603.jpg
16604,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16604.jpg
16605,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16605.jpg
16606,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16606.jpg
16607,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16607.jpg
16608,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16608.jpg
16609,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16609.jpg
16610,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16610.jpg
16611,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16611.jpg
16612,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16612.jpg
16613,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16613.jpg
16614,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16614.jpg
16615,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16615.jpg
16616,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16616.jpg
16617,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16617.jpg
16618,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16618.jpg
16619,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16619.jpg
16620,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16620.jpg
16621,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16621.jpg
16622,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16622.jpg
16623,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16623.jpg
16624,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16624.jpg
16625,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16625.jpg
16626,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16626.jpg
16627,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16627.jpg
16628,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16628.jpg
16629,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16629.jpg
16630,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16630.jpg
16631,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16631.jpg
16632,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16632.jpg
16633,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16633.jpg
16634,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16634.jpg
16635,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16635.jpg
16636,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16636.jpg
16637,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16637.jpg
16638,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16638.jpg
16639,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16639.jpg
16640,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16640.jpg
16641,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16641.jpg
16642,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16642.jpg
16643,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16643.jpg
16644,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16644.jpg
16645,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16645.jpg
16646,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16646.jpg
16647,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16647.jpg
16648,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16648.jpg
16649,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16649.jpg
16650,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16650.jpg
16651,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16651.jpg
16652,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16652.jpg
16653,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16653.jpg
16654,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16654.jpg
16655,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16655.jpg
16656,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16656.jpg
16657,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16657.jpg
16658,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16658.jpg
16659,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16659.jpg
16660,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16660.jpg
16661,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16661.jpg
16662,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16662.jpg
16663,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16663.jpg
16664,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16664.jpg
16665,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16665.jpg
16666,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16666.jpg
16667,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16667.jpg
16668,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16668.jpg
16669,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16669.jpg
16670,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16670.jpg
16671,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16671.jpg
16672,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16672.jpg
16673,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16673.jpg
16674,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16674.jpg
16675,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16675.jpg
16676,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16676.jpg
16677,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16677.jpg
16678,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16678.jpg
16679,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16679.jpg
16680,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16680.jpg
16681,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16681.jpg
16682,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16682.jpg
16683,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16683.jpg
16684,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16684.jpg
16685,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16685.jpg
16686,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16686.jpg
16687,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16687.jpg
16688,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16688.jpg
16689,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16689.jpg
16690,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16690.jpg
16691,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16691.jpg
16692,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16692.jpg
16693,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16693.jpg
16694,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16694.jpg
16695,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16695.jpg
16696,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16696.jpg
16697,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16697.jpg
16698,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16698.jpg
16699,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16699.jpg
16700,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16700.jpg
16701,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16701.jpg
16702,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16702.jpg
16703,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16703.jpg
16704,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16704.jpg
16705,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16705.jpg
16706,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16706.jpg
16707,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16707.jpg
16708,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16708.jpg
16709,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16709.jpg
16710,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16710.jpg
16711,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16711.jpg
16712,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16712.jpg
16713,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16713.jpg
16714,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16714.jpg
16715,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16715.jpg
16716,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16716.jpg
16717,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16717.jpg
16718,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16718.jpg
16719,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16719.jpg
16720,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16720.jpg
16721,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16721.jpg
16722,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16722.jpg
16723,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16723.jpg
16724,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16724.jpg
16725,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16725.jpg
16726,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16726.jpg
16727,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16727.jpg
16728,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16728.jpg
16729,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16729.jpg
16730,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16730.jpg
16731,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16731.jpg
16732,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16732.jpg
16733,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16733.jpg
16734,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16734.jpg
16735,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16735.jpg
16736,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16736.jpg
16737,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16737.jpg
16738,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16738.jpg
16739,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16739.jpg
16740,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16740.jpg
16741,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16741.jpg
16742,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16742.jpg
16743,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16743.jpg
16744,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16744.jpg
16745,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16745.jpg
16746,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16746.jpg
16747,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16747.jpg
16748,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16748.jpg
16749,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16749.jpg
16750,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16750.jpg
16751,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16751.jpg
16752,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16752.jpg
16753,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16753.jpg
16754,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16754.jpg
16755,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16755.jpg
16756,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16756.jpg
16757,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16757.jpg
16758,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16758.jpg
16759,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16759.jpg
16760,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16760.jpg
16761,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16761.jpg
16762,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16762.jpg
16763,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16763.jpg
16764,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16764.jpg
16765,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16765.jpg
16766,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16766.jpg
16767,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16767.jpg
16768,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16768.jpg
16769,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16769.jpg
16770,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16770.jpg
16771,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16771.jpg
16772,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16772.jpg
16773,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16773.jpg
16774,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16774.jpg
16775,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16775.jpg
16776,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16776.jpg
16777,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16777.jpg
16778,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16778.jpg
16779,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16779.jpg
16780,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16780.jpg
16781,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16781.jpg
16782,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16782.jpg
16783,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16783.jpg
16784,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16784.jpg
16785,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16785.jpg
16786,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16786.jpg
16787,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16787.jpg
16788,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16788.jpg
16789,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16789.jpg
16790,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16790.jpg
16791,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16791.jpg
16792,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16792.jpg
16793,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16793.jpg
16794,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16794.jpg
16795,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16795.jpg
16796,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16796.jpg
16797,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16797.jpg
16798,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16798.jpg
16799,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16799.jpg
16800,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16800.jpg
16801,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16801.jpg
16802,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16802.jpg
16803,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16803.jpg
16804,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16804.jpg
16805,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16805.jpg
16806,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16806.jpg
16807,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16807.jpg
16808,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16808.jpg
16809,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16809.jpg
16810,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16810.jpg
16811,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16811.jpg
16812,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16812.jpg
16813,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16813.jpg
16814,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16814.jpg
16815,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16815.jpg
16816,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16816.jpg
16817,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16817.jpg
16818,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16818.jpg
16819,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16819.jpg
16820,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16820.jpg
16821,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16821.jpg
16822,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16822.jpg
16823,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16823.jpg
16824,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16824.jpg
16825,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16825.jpg
16826,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16826.jpg
16827,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16827.jpg
16828,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16828.jpg
16829,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16829.jpg
16830,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16830.jpg
16831,4,disgust,style_images/emotion_index_mapped_files/val_emo_list.txt/16831.jpg
16832,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16832.jpg
16833,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16833.jpg
16834,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16834.jpg
16835,2,awe,style_images/emotion_index_mapped_files/val_emo_list.txt/16835.jpg
16836,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16836.jpg
16837,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16837.jpg
16838,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16838.jpg
16839,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16839.jpg
16840,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16840.jpg
16841,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16841.jpg
16842,6,fear,style_images/emotion_index_mapped_files/val_emo_list.txt/16842.jpg
16843,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16843.jpg
16844,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16844.jpg
16845,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16845.jpg
16846,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16846.jpg
16847,0,amusement,style_images/emotion_index_mapped_files/val_emo_list.txt/16847.jpg
16848,3,contentment,style_images/emotion_index_mapped_files/val_emo_list.txt/16848.jpg
16849,1,excitement,style_images/emotion_index_mapped_files/val_emo_list.txt/16849.jpg
16850,5,anger,style_images/emotion_index_mapped_files/val_emo_list.txt/16850.jpg
16851,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16851.jpg
16852,7,sadness,style_images/emotion_index_mapped_files/val_emo_list.txt/16852.jpg
